hora_do_dia,dia_semana,tipo_endereco,taxa_historica_cep,peso_kg,volume_l,chuva_mm,temperatura_c,tentativas_anteriores,motorista_experiente,probabilidade_verdadeira,rotulo_invertido,falhou
17,FRIDAY,CONDOMINIO,0.1100,2.26,23.40,0.0,16.1,0,0,0.120479,0,0
12,TUESDAY,RESIDENCIAL,0.0600,10.30,122.49,0.0,18.6,0,0,0.120200,0,0
17,WEDNESDAY,RESIDENCIAL,0.0900,5.76,46.55,0.0,20.9,0,0,0.096059,0,0
11,SATURDAY,RESIDENCIAL,0.3100,3.72,32.41,0.0,21.6,0,1,0.086641,0,0
7,WEDNESDAY,CONDOMINIO,0.1500,6.29,66.15,0.0,27.2,1,1,0.262280,0,1
17,MONDAY,RESIDENCIAL,0.1100,6.69,89.75,1.8,21.4,0,0,0.132993,0,0
1,FRIDAY,RESIDENCIAL,0.0600,2.52,36.86,0.0,29.7,1,1,0.196935,0,0
6,SUNDAY,RESIDENCIAL,0.0600,2.16,53.90,2.0,30.7,0,1,0.045808,0,0
8,SATURDAY,RESIDENCIAL,0.3100,7.50,58.10,0.0,23.9,1,0,0.386488,0,0
8,WEDNESDAY,COMERCIAL,0.0600,0.99,14.02,0.0,25.8,0,1,0.046834,0,0
6,TUESDAY,COMERCIAL,0.1200,1.50,56.04,9.5,23.2,0,0,0.158846,0,0
16,FRIDAY,RESIDENCIAL,0.1100,8.21,136.42,0.0,17.2,0,1,0.085875,0,0
15,FRIDAY,RESIDENCIAL,0.0600,5.31,77.73,0.0,19.0,0,0,0.092261,0,0
17,FRIDAY,RESIDENCIAL,0.0900,1.18,57.88,0.0,20.8,1,0,0.229174,0,0
14,WEDNESDAY,RESIDENCIAL,0.2800,4.95,90.11,0.0,16.3,1,1,0.295294,0,0
9,SATURDAY,RESIDENCIAL,0.1100,0.87,41.74,2.7,24.9,0,1,0.047345,0,0
15,FRIDAY,CONDOMINIO,0.1900,0.89,13.43,0.0,15.4,0,1,0.090625,0,0
10,SATURDAY,CONDOMINIO,0.1200,1.54,25.83,1.6,20.5,2,1,0.378439,0,1
7,SUNDAY,RESIDENCIAL,0.0800,5.08,45.31,0.0,28.1,0,0,0.075177,0,0
19,WEDNESDAY,COMERCIAL,0.2200,4.10,49.50,0.9,25.0,0,1,0.217720,0,0
18,THURSDAY,RESIDENCIAL,0.0800,9.84,147.43,0.0,24.8,0,1,0.161342,0,0
16,THURSDAY,CONDOMINIO,0.1200,23.87,159.66,3.6,16.7,0,0,0.334342,0,1
17,SUNDAY,RESIDENCIAL,0.0500,5.42,38.31,3.6,23.1,0,0,0.088084,0,0
10,SATURDAY,RESIDENCIAL,0.0900,1.10,17.39,0.0,21.8,0,0,0.056950,1,1
11,MONDAY,RESIDENCIAL,0.1500,3.62,40.85,0.0,22.9,1,1,0.149554,0,0
22,MONDAY,RURAL,0.1500,15.16,98.11,0.0,29.9,1,0,0.683400,0,1
16,TUESDAY,RESIDENCIAL,0.0600,6.82,112.04,5.6,12.8,0,1,0.073554,0,0
10,MONDAY,RESIDENCIAL,0.0500,1.17,29.76,6.4,23.2,0,1,0.045230,0,0
10,TUESDAY,RESIDENCIAL,0.1900,1.37,17.40,0.0,20.8,0,1,0.053649,0,0
13,FRIDAY,COMERCIAL,0.1900,0.67,34.48,6.3,23.8,1,1,0.304528,0,0
8,SATURDAY,RURAL,0.2800,10.94,149.74,0.0,26.3,1,0,0.649868,0,0
15,FRIDAY,RESIDENCIAL,0.2200,2.89,49.38,0.0,13.8,1,0,0.304866,0,0
14,MONDAY,RESIDENCIAL,0.1900,3.82,44.33,0.0,21.1,0,0,0.130655,0,0
21,WEDNESDAY,COMERCIAL,0.2200,2.84,9.97,0.0,26.0,1,0,0.540133,0,0
14,MONDAY,RESIDENCIAL,0.2800,4.37,39.54,20.1,21.0,0,1,0.233601,0,0
12,FRIDAY,RESIDENCIAL,0.3100,13.36,121.51,0.0,23.7,0,1,0.203273,0,0
5,WEDNESDAY,COMERCIAL,0.2500,2.63,39.54,0.0,28.1,0,1,0.187843,0,0
10,FRIDAY,RESIDENCIAL,0.1200,3.86,60.47,0.0,22.5,0,0,0.088538,0,0
6,WEDNESDAY,RESIDENCIAL,0.1900,5.15,22.54,0.0,30.8,0,0,0.118670,0,0
16,MONDAY,RESIDENCIAL,0.0600,2.43,44.81,0.0,19.6,0,1,0.046176,0,0
20,WEDNESDAY,RESIDENCIAL,0.2800,2.30,42.81,16.4,27.1,0,0,0.469722,0,1
21,WEDNESDAY,CONDOMINIO,0.0600,3.61,47.73,0.0,26.4,0,1,0.141750,0,0
23,SATURDAY,COMERCIAL,0.0800,9.61,78.93,0.0,28.4,0,1,0.352965,0,1
17,SUNDAY,CONDOMINIO,0.2200,1.75,25.22,0.0,16.6,1,1,0.250984,0,0
18,TUESDAY,COMERCIAL,0.1900,3.73,23.78,4.2,15.8,0,1,0.175574,0,1
16,SATURDAY,RESIDENCIAL,0.2800,1.79,27.85,0.0,20.0,0,1,0.089167,0,0
17,TUESDAY,COMERCIAL,0.2800,3.46,28.88,0.0,14.4,0,1,0.120259,0,0
10,SUNDAY,RESIDENCIAL,0.2800,4.76,59.13,5.2,18.3,0,1,0.102066,0,0
14,WEDNESDAY,COMERCIAL,0.0900,1.73,56.98,15.5,17.9,0,1,0.128607,0,1
8,THURSDAY,RURAL,0.1900,1.32,22.37,11.9,27.9,2,1,0.673922,0,1
6,SATURDAY,CONDOMINIO,0.1900,0.45,60.18,7.0,26.8,0,1,0.125975,0,0
16,TUESDAY,RESIDENCIAL,0.0600,2.03,18.49,4.9,15.6,0,1,0.047300,0,0
9,MONDAY,RESIDENCIAL,0.2200,0.80,35.41,5.2,22.0,1,0,0.313381,0,1
12,SUNDAY,RESIDENCIAL,0.3100,2.68,45.53,5.6,20.8,2,1,0.588343,0,0
19,FRIDAY,RESIDENCIAL,0.0800,2.13,51.76,0.6,12.6,0,0,0.131164,0,0
6,SUNDAY,RESIDENCIAL,0.2800,2.02,27.46,0.0,28.6,0,1,0.083351,0,0
7,TUESDAY,RURAL,0.2800,6.39,113.19,0.0,32.1,0,1,0.254360,0,0
8,WEDNESDAY,CONDOMINIO,0.0800,0.73,17.62,0.0,28.0,0,0,0.101445,0,0
17,MONDAY,RURAL,0.1900,0.98,62.71,0.0,16.8,1,1,0.325489,0,0
9,WEDNESDAY,CONDOMINIO,0.2500,1.06,10.31,0.0,20.8,1,1,0.246706,0,0
15,FRIDAY,CONDOMINIO,0.0900,3.45,8.75,0.8,16.9,0,0,0.114584,0,0
8,SATURDAY,COMERCIAL,0.2800,1.46,13.75,7.5,27.6,0,1,0.366096,0,0
0,WEDNESDAY,RURAL,0.1500,3.29,38.07,10.9,24.1,0,1,0.260577,0,0
9,MONDAY,COMERCIAL,0.2500,0.68,7.37,0.0,25.3,3,1,0.731546,0,1
6,TUESDAY,RURAL,0.3100,3.65,38.90,0.0,27.4,0,0,0.296264,0,0
16,SATURDAY,RESIDENCIAL,0.0900,4.76,87.47,0.0,16.1,0,0,0.091196,0,0
13,FRIDAY,RESIDENCIAL,0.1500,11.87,119.86,0.0,16.8,0,1,0.100851,0,1
20,SATURDAY,CONDOMINIO,0.2500,7.98,133.26,1.1,23.1,0,0,0.461089,0,0
8,TUESDAY,RESIDENCIAL,0.2500,1.50,19.64,12.4,31.3,1,1,0.320834,0,1
13,SATURDAY,RESIDENCIAL,0.1100,2.70,28.13,0.0,18.4,0,1,0.046888,0,0
12,TUESDAY,RESIDENCIAL,0.2200,3.52,10.77,0.0,19.9,0,1,0.076497,0,0
10,THURSDAY,RESIDENCIAL,0.2500,3.92,58.11,0.0,22.6,2,0,0.594461,0,0
11,FRIDAY,RURAL,0.1900,1.78,21.41,1.5,20.0,1,0,0.391179,0,1
9,THURSDAY,RESIDENCIAL,0.2800,2.99,38.21,6.7,22.4,0,1,0.113759,0,0
15,WEDNESDAY,RESIDENCIAL,0.1500,1.96,22.52,0.0,19.8,1,1,0.159103,0,0
21,THURSDAY,RESIDENCIAL,0.1100,1.22,17.58,1.2,20.3,0,1,0.091191,0,0
23,TUESDAY,RESIDENCIAL,0.1100,2.38,42.53,0.0,24.0,0,1,0.083144,0,0
7,THURSDAY,CONDOMINIO,0.2800,4.02,49.22,0.0,27.3,0,1,0.149743,0,1
6,THURSDAY,COMERCIAL,0.2500,1.32,26.86,1.0,28.4,0,1,0.109432,0,0
17,MONDAY,RESIDENCIAL,0.0600,8.37,35.29,2.3,21.2,0,1,0.058300,0,0
5,FRIDAY,CONDOMINIO,0.0500,9.89,56.82,0.0,28.1,1,1,0.317893,0,0
7,FRIDAY,RESIDENCIAL,0.2500,0.95,32.55,16.6,29.0,0,0,0.246188,0,0
19,MONDAY,RESIDENCIAL,0.3100,1.45,35.13,0.0,22.4,1,1,0.416969,0,0
11,FRIDAY,RESIDENCIAL,0.0900,6.36,32.92,0.0,24.7,2,0,0.436515,1,1
6,WEDNESDAY,RURAL,0.3100,2.52,59.33,0.7,32.3,0,1,0.225800,0,1
6,TUESDAY,RESIDENCIAL,0.3100,1.34,24.19,0.0,24.8,0,0,0.150110,0,0
16,THURSDAY,CONDOMINIO,0.1500,9.89,135.48,0.0,20.8,0,1,0.161809,0,0
9,TUESDAY,RESIDENCIAL,0.1200,2.05,23.43,1.5,26.2,0,1,0.050521,0,0
3,THURSDAY,RESIDENCIAL,0.2200,3.71,70.86,0.0,28.7,0,0,0.236889,0,0
19,FRIDAY,COMERCIAL,0.1500,8.46,67.10,3.5,20.7,0,1,0.206099,0,0
18,MONDAY,RESIDENCIAL,0.0600,4.67,63.57,0.1,20.0,0,1,0.092417,0,0
10,MONDAY,COMERCIAL,0.0900,2.59,54.22,3.0,25.1,0,1,0.071004,1,1
17,MONDAY,CONDOMINIO,0.1200,4.25,77.21,4.9,19.2,1,1,0.299347,0,0
7,FRIDAY,CONDOMINIO,0.0800,5.92,55.83,3.3,31.2,0,0,0.156279,0,0
1,WEDNESDAY,RESIDENCIAL,0.2500,8.20,114.97,0.0,29.5,0,1,0.214987,0,0
9,FRIDAY,RESIDENCIAL,0.1100,0.29,35.17,0.0,22.7,0,1,0.042776,0,0
16,WEDNESDAY,RESIDENCIAL,0.0800,5.27,83.74,9.4,19.4,0,1,0.090933,0,0
6,SUNDAY,RESIDENCIAL,0.2200,3.37,44.38,0.0,27.1,1,1,0.187516,0,0
12,SATURDAY,RESIDENCIAL,0.0800,7.99,80.14,15.6,18.3,0,1,0.109907,0,0
10,FRIDAY,COMERCIAL,0.3100,4.24,21.28,1.3,24.7,0,1,0.133961,0,1
19,MONDAY,RESIDENCIAL,0.1500,2.51,40.73,0.6,18.4,0,1,0.111122,0,0
16,THURSDAY,COMERCIAL,0.0500,2.35,19.41,0.0,16.4,0,1,0.050421,0,0
8,SATURDAY,RESIDENCIAL,0.2800,5.73,88.55,3.6,25.0,1,1,0.295140,0,0
18,SUNDAY,CONDOMINIO,0.1900,1.97,30.75,3.6,19.1,0,1,0.186373,0,0
19,FRIDAY,RESIDENCIAL,0.3100,1.30,25.65,5.1,23.8,1,0,0.606017,0,0
20,MONDAY,RESIDENCIAL,0.2500,3.87,57.48,0.0,20.8,1,1,0.387619,0,1
19,WEDNESDAY,RESIDENCIAL,0.2800,4.24,40.58,3.9,25.4,2,0,0.820806,0,0
7,THURSDAY,RESIDENCIAL,0.0800,0.87,21.09,12.4,26.9,0,0,0.111264,0,0
19,MONDAY,CONDOMINIO,0.3100,1.67,32.49,8.8,23.1,0,0,0.492428,0,1
13,MONDAY,RESIDENCIAL,0.0900,1.34,18.00,0.0,17.4,0,1,0.043668,0,0
10,SATURDAY,RESIDENCIAL,0.0500,1.70,29.60,1.3,24.1,0,1,0.033941,0,1
11,WEDNESDAY,RESIDENCIAL,0.1900,3.23,67.01,0.0,21.5,0,0,0.112925,0,1
11,SATURDAY,RESIDENCIAL,0.1100,4.92,92.52,0.0,23.9,1,1,0.149450,0,0
15,FRIDAY,COMERCIAL,0.2200,13.47,134.62,0.0,18.9,0,1,0.187434,0,0
16,WEDNESDAY,RESIDENCIAL,0.0600,6.71,57.72,2.7,19.4,1,1,0.160856,0,0
19,MONDAY,RESIDENCIAL,0.1500,1.86,24.94,0.0,20.3,1,1,0.259659,0,1
17,SUNDAY,COMERCIAL,0.0900,1.12,41.56,0.0,24.4,0,0,0.308368,0,0
9,TUESDAY,RESIDENCIAL,0.2500,2.14,8.29,1.5,22.3,0,1,0.072437,0,0
8,THURSDAY,CONDOMINIO,0.2800,5.98,87.88,0.0,23.4,1,1,0.374964,0,1
10,TUESDAY,CONDOMINIO,0.1500,4.21,75.43,0.0,22.4,0,1,0.095779,0,0
8,THURSDAY,RESIDENCIAL,0.1900,2.54,22.00,0.0,26.3,2,1,0.374608,0,0
6,SATURDAY,RESIDENCIAL,0.0500,0.52,30.30,0.0,24.3,0,1,0.031377,0,0
14,FRIDAY,COMERCIAL,0.1100,1.55,49.49,1.1,17.0,0,1,0.073523,0,0
11,MONDAY,CONDOMINIO,0.0800,1.79,17.33,0.0,23.4,0,1,0.057436,0,0
8,TUESDAY,RESIDENCIAL,0.3100,2.00,27.29,0.0,23.0,0,1,0.091884,0,0
6,MONDAY,RESIDENCIAL,0.0800,1.22,28.88,0.0,24.8,1,0,0.176829,0,0
16,THURSDAY,COMERCIAL,0.2800,2.28,9.35,9.8,20.1,0,1,0.176158,0,0
12,SATURDAY,RESIDENCIAL,0.3100,8.30,114.26,0.0,19.1,1,1,0.351270,0,1
15,SATURDAY,RESIDENCIAL,0.3100,4.30,76.29,0.0,21.5,2,1,0.570198,0,1
15,MONDAY,COMERCIAL,0.0600,0.54,30.61,0.0,19.7,1,1,0.150580,0,0
14,SATURDAY,RESIDENCIAL,0.0800,2.09,65.65,0.0,19.6,0,0,0.081424,0,0
6,SATURDAY,RESIDENCIAL,0.1100,0.60,14.90,0.0,34.1,0,0,0.075620,0,0
8,FRIDAY,CONDOMINIO,0.0600,1.15,17.73,0.0,22.8,0,1,0.051940,0,0
9,WEDNESDAY,RURAL,0.2200,4.05,49.49,4.4,20.6,0,1,0.159656,0,0
9,MONDAY,CONDOMINIO,0.1900,1.09,36.01,0.0,19.2,0,0,0.137678,0,0
6,TUESDAY,COMERCIAL,0.2200,9.26,109.95,3.1,27.9,0,1,0.167814,0,0
13,THURSDAY,RESIDENCIAL,0.1900,1.41,18.15,0.0,19.5,0,1,0.066474,0,0
17,MONDAY,RESIDENCIAL,0.1100,1.80,13.34,0.0,16.4,0,0,0.077013,0,1
13,THURSDAY,COMERCIAL,0.1200,2.07,10.76,0.0,23.7,0,0,0.119076,0,0
9,WEDNESDAY,CONDOMINIO,0.1500,1.16,9.87,0.0,20.2,0,0,0.111301,0,1
18,THURSDAY,CONDOMINIO,0.1500,5.62,71.92,0.0,15.4,0,1,0.180373,0,0
12,SATURDAY,RESIDENCIAL,0.0900,1.31,35.12,0.6,20.9,1,1,0.127664,0,0
6,SUNDAY,RESIDENCIAL,0.2800,3.18,33.64,0.0,29.3,1,0,0.336275,0,0
16,FRIDAY,RESIDENCIAL,0.0800,2.50,41.55,0.4,20.7,1,0,0.219377,0,1
15,SUNDAY,RESIDENCIAL,0.0600,1.15,14.64,0.0,19.6,0,1,0.036240,0,0
15,FRIDAY,CONDOMINIO,0.1900,1.48,11.33,0.0,17.6,0,1,0.094861,0,0
20,MONDAY,CONDOMINIO,0.1200,2.58,57.38,5.6,18.5,0,1,0.189390,0,1
21,WEDNESDAY,COMERCIAL,0.2200,2.91,44.99,0.0,19.6,1,1,0.407263,0,0
10,SUNDAY,CONDOMINIO,0.1100,8.42,113.81,0.0,25.0,0,1,0.100267,0,0
13,THURSDAY,RESIDENCIAL,0.2800,1.97,38.88,0.0,21.3,0,1,0.104403,0,1
14,TUESDAY,RURAL,0.3100,9.11,104.95,0.0,18.3,0,1,0.279599,0,0
9,WEDNESDAY,RESIDENCIAL,0.0500,4.56,78.62,0.5,23.6,0,1,0.046220,0,0
16,SUNDAY,RESIDENCIAL,0.0600,4.64,43.82,0.0,20.6,0,0,0.075388,0,0
15,FRIDAY,RESIDENCIAL,0.1100,5.79,40.29,0.0,19.9,0,0,0.099205,0,0
20,TUESDAY,CONDOMINIO,0.1200,2.22,20.60,0.0,21.6,0,1,0.141839,0,0
7,SATURDAY,RESIDENCIAL,0.2200,1.30,49.22,0.0,28.2,0,0,0.116436,0,0
13,TUESDAY,RESIDENCIAL,0.0600,1.94,27.64,0.0,16.4,0,1,0.040197,0,0
17,WEDNESDAY,COMERCIAL,0.2800,5.69,80.99,0.0,17.4,0,0,0.246793,0,0
12,FRIDAY,RESIDENCIAL,0.2800,2.02,57.52,0.0,23.6,1,1,0.283448,0,1
10,MONDAY,RESIDENCIAL,0.3100,7.38,34.77,0.0,22.5,0,1,0.105607,0,1
12,SUNDAY,CONDOMINIO,0.0600,0.49,3.24,0.2,21.3,0,1,0.054692,0,0
19,SATURDAY,RESIDENCIAL,0.1100,4.18,42.40,10.1,19.1,0,1,0.135943,0,0
9,FRIDAY,RESIDENCIAL,0.0600,4.64,28.11,0.0,28.8,0,0,0.072054,0,0
10,SUNDAY,RESIDENCIAL,0.0800,1.91,25.34,0.0,27.0,0,0,0.063513,0,0
16,FRIDAY,RESIDENCIAL,0.0900,6.06,45.13,0.0,17.1,0,1,0.053861,0,1
8,TUESDAY,RESIDENCIAL,0.0900,2.26,79.15,0.0,22.8,1,0,0.212336,0,0
15,SUNDAY,RESIDENCIAL,0.0900,0.39,10.55,7.6,15.1,1,1,0.136573,1,1
12,SATURDAY,CONDOMINIO,0.0900,0.99,36.44,0.0,19.6,0,1,0.067390,0,0
20,FRIDAY,RURAL,0.2200,3.05,54.10,16.0,22.3,0,0,0.571666,0,0
10,SUNDAY,RESIDENCIAL,0.1900,1.32,33.13,0.0,22.5,0,0,0.089116,0,0
12,TUESDAY,RESIDENCIAL,0.1900,5.83,63.32,0.0,20.0,1,1,0.224267,0,0
9,TUESDAY,RESIDENCIAL,0.0900,1.87,30.52,0.0,22.6,0,1,0.040343,0,0
19,WEDNESDAY,RESIDENCIAL,0.2500,5.82,88.05,0.0,20.8,0,0,0.302315,0,0
6,SATURDAY,RESIDENCIAL,0.1100,0.43,29.74,0.0,32.0,0,1,0.045639,0,0
16,SUNDAY,RESIDENCIAL,0.0800,3.41,22.67,0.1,19.2,0,1,0.042470,0,0
10,SUNDAY,RESIDENCIAL,0.1900,5.72,23.59,11.3,24.2,0,0,0.153146,0,0
12,THURSDAY,RURAL,0.1900,1.90,64.10,3.4,14.6,1,1,0.356383,0,1
8,SUNDAY,RESIDENCIAL,0.0600,1.29,24.77,0.0,27.9,0,1,0.034869,0,0
7,WEDNESDAY,RESIDENCIAL,0.0600,2.43,28.52,0.9,21.1,0,1,0.036521,0,0
15,SUNDAY,COMERCIAL,0.1100,3.68,38.59,0.0,12.1,0,0,0.284624,0,0
15,SUNDAY,RESIDENCIAL,0.1100,8.04,45.93,0.0,20.6,0,0,0.098564,0,0
20,SATURDAY,RESIDENCIAL,0.1100,1.55,32.43,0.0,18.3,0,1,0.081247,0,0
12,TUESDAY,RESIDENCIAL,0.1200,1.41,10.64,0.0,23.8,0,0,0.089791,0,0
14,MONDAY,COMERCIAL,0.2200,2.81,13.50,0.0,12.9,0,0,0.143349,0,0
12,FRIDAY,COMERCIAL,0.1200,1.77,18.45,0.0,19.5,0,1,0.068373,0,0
7,MONDAY,RESIDENCIAL,0.1100,1.47,6.98,0.0,22.6,0,1,0.039417,0,0
18,WEDNESDAY,CONDOMINIO,0.1200,4.83,83.01,0.0,20.6,0,0,0.277838,0,0
21,SUNDAY,RESIDENCIAL,0.1200,5.18,78.54,0.3,21.7,0,0,0.185603,0,0
12,TUESDAY,RESIDENCIAL,0.1200,0.94,16.42,2.6,21.5,0,0,0.096754,0,0
8,WEDNESDAY,COMERCIAL,0.0500,4.72,72.47,0.0,22.1,0,0,0.095339,0,0
9,TUESDAY,CONDOMINIO,0.3100,4.87,56.38,3.7,23.5,0,0,0.283690,0,1
10,SUNDAY,RESIDENCIAL,0.2200,4.08,48.84,0.5,25.7,2,1,0.416747,0,1
8,FRIDAY,COMERCIAL,0.1500,7.73,124.49,0.0,27.8,0,1,0.118910,0,0
19,TUESDAY,COMERCIAL,0.0900,4.23,26.15,5.6,20.0,1,1,0.336786,0,0
13,SATURDAY,RURAL,0.2800,3.61,33.22,0.0,25.0,0,1,0.188947,0,1
16,WEDNESDAY,CONDOMINIO,0.1100,4.38,53.45,0.0,18.8,1,1,0.229577,0,0
6,TUESDAY,RESIDENCIAL,0.0600,2.93,48.23,8.8,30.6,0,1,0.066868,0,0
19,MONDAY,CONDOMINIO,0.1200,7.08,51.11,0.0,23.8,1,1,0.398298,0,1
10,FRIDAY,COMERCIAL,0.3100,4.49,102.06,1.9,23.6,0,1,0.177700,0,0
18,SATURDAY,RESIDENCIAL,0.0900,7.00,101.61,12.1,20.3,1,1,0.399377,0,0
14,FRIDAY,RESIDENCIAL,0.1900,3.05,23.88,3.9,12.6,0,0,0.120180,0,1
16,SATURDAY,RESIDENCIAL,0.0900,0.50,31.96,0.7,21.7,0,0,0.076976,0,0
9,FRIDAY,COMERCIAL,0.1900,3.48,71.75,0.0,17.4,1,1,0.219600,0,1
8,FRIDAY,COMERCIAL,0.2500,3.26,43.84,0.1,29.1,0,1,0.118508,0,0
13,THURSDAY,COMERCIAL,0.2800,1.00,9.88,0.0,16.7,2,1,0.529595,0,0
17,TUESDAY,RESIDENCIAL,0.1100,2.07,42.72,6.1,16.1,0,1,0.066554,0,0
7,SATURDAY,RESIDENCIAL,0.1900,2.22,34.93,3.6,25.6,0,0,0.111969,1,1
12,SUNDAY,RESIDENCIAL,0.1100,4.85,49.26,0.0,23.9,0,1,0.059317,0,0
20,SUNDAY,RESIDENCIAL,0.0900,10.69,111.77,0.0,19.4,0,1,0.125904,0,1
17,WEDNESDAY,RESIDENCIAL,0.0900,8.44,77.63,0.0,15.2,0,0,0.102986,0,1
15,MONDAY,RESIDENCIAL,0.2200,2.76,37.57,1.0,20.3,0,0,0.141885,0,1
8,TUESDAY,RESIDENCIAL,0.2500,1.08,41.45,0.0,30.5,0,1,0.087289,0,0
16,SATURDAY,COMERCIAL,0.0600,6.29,43.86,0.0,16.0,0,1,0.181338,0,0
13,SUNDAY,CONDOMINIO,0.0600,2.80,23.97,16.1,14.6,0,1,0.106441,0,1
13,FRIDAY,CONDOMINIO,0.3100,5.87,46.87,0.0,20.2,0,1,0.186674,0,1
6,SUNDAY,RESIDENCIAL,0.1500,2.66,32.62,0.0,21.0,2,0,0.429714,0,0
14,THURSDAY,CONDOMINIO,0.0800,1.96,77.98,4.0,15.4,0,0,0.150449,0,0
11,SATURDAY,COMERCIAL,0.1100,10.06,47.84,3.2,22.2,0,1,0.235207,0,0
14,SATURDAY,CONDOMINIO,0.2200,4.14,33.07,0.0,16.8,0,0,0.175344,0,0
15,TUESDAY,RESIDENCIAL,0.0500,4.79,17.71,0.0,19.7,0,0,0.071398,0,1
6,SATURDAY,RURAL,0.3100,2.08,46.19,0.0,32.6,0,1,0.194467,0,0
9,TUESDAY,RESIDENCIAL,0.3100,4.11,81.10,0.0,30.6,1,0,0.445011,1,1
8,FRIDAY,CONDOMINIO,0.3100,3.69,51.23,0.0,23.5,0,0,0.241801,0,1
10,MONDAY,COMERCIAL,0.2500,0.64,12.26,1.1,20.3,0,0,0.144370,0,0
10,THURSDAY,RESIDENCIAL,0.1900,0.85,21.01,6.4,23.0,0,0,0.120605,0,0
16,THURSDAY,COMERCIAL,0.0900,6.91,92.73,0.0,17.9,0,1,0.087998,0,0
13,FRIDAY,COMERCIAL,0.0500,4.00,24.44,0.0,20.1,0,1,0.057311,1,1
7,WEDNESDAY,RESIDENCIAL,0.1900,2.57,31.02,0.1,25.4,1,1,0.169501,0,0
7,TUESDAY,CONDOMINIO,0.2500,0.97,14.72,0.0,26.2,0,1,0.109792,0,0
16,WEDNESDAY,CONDOMINIO,0.3100,4.24,57.40,0.0,19.7,0,0,0.282844,0,0
11,MONDAY,RESIDENCIAL,0.2800,2.49,20.92,3.8,16.4,1,0,0.324083,0,1
18,SUNDAY,RESIDENCIAL,0.1500,1.52,23.54,0.0,23.3,0,0,0.160860,0,0
10,WEDNESDAY,RESIDENCIAL,0.1900,2.11,32.72,8.6,26.1,0,1,0.091341,0,0
17,MONDAY,RESIDENCIAL,0.1500,3.29,13.40,7.1,19.5,0,1,0.079099,1,1
13,TUESDAY,RESIDENCIAL,0.0800,14.56,202.49,0.0,19.2,0,0,0.186633,0,0
18,THURSDAY,RESIDENCIAL,0.0900,0.61,11.93,2.3,22.1,0,0,0.144114,1,1
15,MONDAY,CONDOMINIO,0.0600,2.12,21.44,0.3,19.2,0,1,0.064541,0,0
13,SUNDAY,CONDOMINIO,0.1500,3.59,41.50,12.2,21.2,0,0,0.236629,0,0
13,SATURDAY,RESIDENCIAL,0.1500,5.73,86.79,0.0,17.5,0,1,0.071785,0,0
13,MONDAY,COMERCIAL,0.1200,6.78,79.63,1.7,18.4,0,1,0.100880,0,1
11,TUESDAY,CONDOMINIO,0.2500,1.23,9.93,0.0,22.2,0,0,0.163074,0,0
14,MONDAY,RESIDENCIAL,0.2500,3.91,50.38,0.0,20.2,0,1,0.100045,0,0
18,SUNDAY,RESIDENCIAL,0.0600,1.57,22.10,14.7,20.7,0,1,0.123808,0,0
8,TUESDAY,COMERCIAL,0.1200,3.04,41.80,0.0,25.5,1,0,0.275519,0,0
9,SATURDAY,RESIDENCIAL,0.1200,2.15,23.39,7.0,23.8,0,0,0.092651,0,0
9,SATURDAY,RESIDENCIAL,0.1900,10.39,148.06,0.0,21.5,0,1,0.099033,0,0
17,MONDAY,COMERCIAL,0.2500,16.68,111.94,6.6,19.1,0,0,0.376075,0,0
9,FRIDAY,COMERCIAL,0.1900,3.77,38.18,4.6,26.8,0,0,0.175082,0,0
7,MONDAY,RESIDENCIAL,0.0900,1.75,20.14,0.0,29.1,2,0,0.417343,0,1
14,WEDNESDAY,CONDOMINIO,0.1500,5.48,90.75,13.5,14.4,1,1,0.412292,0,0
12,SATURDAY,COMERCIAL,0.0500,11.69,174.55,0.0,18.3,0,0,0.427135,0,1
18,THURSDAY,RESIDENCIAL,0.3100,3.07,19.57,0.0,18.0,1,1,0.390557,0,0
8,TUESDAY,CONDOMINIO,0.0500,4.51,42.49,2.0,25.7,0,0,0.112716,0,0
6,SUNDAY,COMERCIAL,0.1900,2.69,41.61,0.0,23.8,1,0,0.615310,0,0
10,SATURDAY,COMERCIAL,0.0500,3.71,72.01,6.4,25.5,0,0,0.327127,0,0
16,MONDAY,COMERCIAL,0.0800,1.05,36.82,22.5,19.9,0,0,0.241226,0,1
14,THURSDAY,COMERCIAL,0.2500,10.93,70.47,20.4,19.6,0,1,0.324127,0,1
9,SUNDAY,RESIDENCIAL,0.0500,15.56,50.01,0.0,25.9,0,1,0.050070,0,0
10,TUESDAY,CONDOMINIO,0.2200,0.76,48.63,0.0,22.4,0,1,0.103541,0,0
16,TUESDAY,RESIDENCIAL,0.1200,1.33,15.93,0.0,20.0,0,0,0.085253,0,0
15,FRIDAY,RESIDENCIAL,0.2800,8.54,150.56,7.4,18.6,0,1,0.221101,0,0
13,MONDAY,COMERCIAL,0.2500,3.96,65.26,0.0,12.0,0,1,0.119207,0,0
12,MONDAY,RESIDENCIAL,0.2200,2.68,50.76,0.0,24.9,3,0,0.831744,0,1
20,MONDAY,RURAL,0.1900,1.36,13.36,0.0,21.0,0,1,0.208736,0,1
20,TUESDAY,RESIDENCIAL,0.2800,2.17,50.17,1.4,24.2,0,1,0.201319,0,0
14,THURSDAY,RESIDENCIAL,0.2500,2.65,36.34,0.0,26.5,3,1,0.757975,0,0
